Gene ID,BSF Intensity,BSF rank,Desc
Tb927.9.2881,undetected,7149,"Domain of unknown function (DUF5075), putative"
Tb927.9.2875,undetected,7149,"Domain of unknown function (DUF5075), putative"
Tb927.9.300,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.2871,undetected,7149,"Domain of unknown function (DUF5075), putative"
Tb927.9.350,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.3540,undetected,7149,"hypothetical protein, conserved"
Tb927.9.4227,undetected,7149,
Tb927.9.4207,undetected,7149,
Tb927.9.420,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.4130,undetected,7149,"hypothetical protein, conserved"
Tb927.9.410,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.400,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.3530,undetected,7149,U6 snRNA-associated Sm-like protein LSm6p
Tb927.9.390,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.3840,undetected,7149,"hypothetical protein, conserved"
Tb927.9.380,undetected,7149,"expression site-associated gene 3 (ESAG3), pseudogene"
Tb927.9.3780,undetected,7149,Mitochondrial pyruvate carrier 1
Tb927.9.370,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.3600,undetected,7149,"Glycosyl transferase family 11, putative"
Tb927.9.360,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.3880,undetected,7149,"DNA polymerase beta thumb, putative"
Tb927_06_v4.snoRNA.0019,undetected,7149,
Tb927.9.2865,undetected,7149,"Domain of unknown function (DUF5075), putative"
Tb927.9.2860,undetected,7149,"hypothetical protein, conserved"
Tb927.9.2250,undetected,7149,"hypothetical protein, conserved"
Tb927.9.2210,undetected,7149,hypothetical protein
Tb927.9.220,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.210,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.2080,undetected,7149,"invariant surface glycoprotein 100, point mutation"
Tb927.9.2055,undetected,7149,hypothetical protein
Tb927.9.2280,undetected,7149,"hypothetical protein, conserved"
Tb927.9.2030,undetected,7149,Orc1-like protein
Tb927.9.1920,undetected,7149,"hypothetical protein, conserved"
Tb927.9.18140,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.18130,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.11.7320,undetected,7149,"dual specificity phopshatase, putative"
Tb927.9.18100,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.18080,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.200,undetected,7149,"variant surface glycoprotein, fragment"
Tb927.9.2861,undetected,7149,"Domain of unknown function (DUF5075), putative"
Tb927.9.230,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.2350,undetected,7149,"calcium/calmodulin-dependent protein kinase, putative"
Tb927.9.2855,undetected,7149,"Domain of unknown function (DUF5075), putative"
Tb927.9.2853,undetected,7149,"hypothetical protein, conserved"
Tb927.9.2845,undetected,7149,"Domain of unknown function (DUF5075), putative"
Tb927.9.2840,undetected,7149,"hypothetical protein, conserved"
Tb927.9.2815,undetected,7149,"Domain of unknown function (DUF5075), putative"
Tb927.9.2811,undetected,7149,"Domain of unknown function (DUF5075), putative"
Tb927.9.2340,undetected,7149,
Tb927.9.2800,undetected,7149,"hypothetical protein, conserved"
Tb927.9.2700,undetected,7149,"hypothetical protein, conserved"
Tb927.9.270,undetected,7149,"variant surface glycoprotein (VSG, atypical), putative"
Tb927.9.260,undetected,7149,"expression site-associated gene 3 (ESAG3), fragment"
Tb927.9.250,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.240,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.2380,undetected,7149,
Tb927.9.280,undetected,7149,"transferrin-binding protein, pseudogene"
Tb927.9.17250,undetected,7149,"variant surface glycoprotein (VSG), point mutation (pseudogene)"
Tb927_06_v4.snoRNA.0020,undetected,7149,
Tb927_06_v4.snoRNA.0022,undetected,7149,
Tb927_09_v4.snoRNA.0117,undetected,7149,
Tb927_09_v4.snoRNA.0118,undetected,7149,
Tb927_09_v4.snoRNA.0119,undetected,7149,
Tb927_09_v4.snoRNA.0120,undetected,7149,
Tb927_10_v4.snoRNA.0001:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0002:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0003:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0004:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0005:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0006:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0007:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0008:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0009:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0010:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0011:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0012:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0013:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0027:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0026:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0025:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0024:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0023:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0022:snoRNA,undetected,7149,
Tb927_09_v4.snoRNA.0116,undetected,7149,
Tb927_10_v4.snoRNA.0021:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0019:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0018:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0017:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0016:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0015:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0014:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0020:snoRNA,undetected,7149,
Tb927_09_v4.snoRNA.0115,undetected,7149,
Tb927_09_v4.snoRNA.0114,undetected,7149,
Tb927_09_v4.snoRNA.0113,undetected,7149,
Tb927_09_v4.snoRNA.0094,undetected,7149,
Tb927_09_v4.snoRNA.0093,undetected,7149,
Tb927_09_v4.snoRNA.0092,undetected,7149,
Tb927_09_v4.snoRNA.0091,undetected,7149,
Tb927_09_v4.snoRNA.0090,undetected,7149,
Tb927_09_v4.snoRNA.0089,undetected,7149,
Tb927_09_v4.snoRNA.0095,undetected,7149,
Tb927_09_v4.snoRNA.0088,undetected,7149,
Tb927_09_v4.snoRNA.0086,undetected,7149,
Tb927_09_v4.snoRNA.0085,undetected,7149,
Tb927_09_v4.snoRNA.0084,undetected,7149,
Tb927_09_v4.snoRNA.0083,undetected,7149,
Tb927_09_v4.snoRNA.0082,undetected,7149,
Tb927_09_v4.snoRNA.0081,undetected,7149,
Tb927_09_v4.snoRNA.0087,undetected,7149,
Tb927_10_v4.snoRNA.0028:snoRNA,undetected,7149,
Tb927_09_v4.snoRNA.0096,undetected,7149,
Tb927_09_v4.snoRNA.0098,undetected,7149,
Tb927_09_v4.snoRNA.0112,undetected,7149,
Tb927_09_v4.snoRNA.0111,undetected,7149,
Tb927_09_v4.snoRNA.0110,undetected,7149,
Tb927_09_v4.snoRNA.0109,undetected,7149,
Tb927_09_v4.snoRNA.0108,undetected,7149,
Tb927_09_v4.snoRNA.0107,undetected,7149,
Tb927_09_v4.snoRNA.0097,undetected,7149,
Tb927_09_v4.snoRNA.0106,undetected,7149,
Tb927_09_v4.snoRNA.0104,undetected,7149,
Tb927_09_v4.snoRNA.0103,undetected,7149,
Tb927_09_v4.snoRNA.0102,undetected,7149,
Tb927_09_v4.snoRNA.0101,undetected,7149,
Tb927_09_v4.snoRNA.0100,undetected,7149,
Tb927_09_v4.snoRNA.0099,undetected,7149,
Tb927_09_v4.snoRNA.0105,undetected,7149,
Tb927_09_v4.snoRNA.0080,undetected,7149,
Tb927_10_v4.snoRNA.0029:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0031:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0068:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0069:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0070:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0071:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0072:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0073:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0074:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0075:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0076:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0077:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0078:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0079:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0080:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0081:snoRNA,undetected,7149,
Tb927_10_v5.snoRNA.0100,undetected,7149,
Tb927_10_v5.snoRNA.0101,undetected,7149,
Tb927_10_v5.snoRNA.0102,undetected,7149,
tmp.1.80,undetected,7149,
tmp.1.70,undetected,7149,
tmp.1.60,undetected,7149,
tmp.1.50,undetected,7149,
tmp.1.40,undetected,7149,
tmp.1.30,undetected,7149,
Tb927_10_v4.snoRNA.0067:snoRNA,undetected,7149,
tmp.1.100,undetected,7149,
Tb927_10_v5.snoRNA.0108,undetected,7149,
Tb927_10_v5.snoRNA.0107,undetected,7149,
Tb927_10_v5.snoRNA.0106,undetected,7149,
Tb927_10_v5.snoRNA.0105,undetected,7149,
Tb927_10_v5.snoRNA.0104,undetected,7149,
Tb927_10_v5.snoRNA.0103,undetected,7149,
tmp.1.10,undetected,7149,
Tb927_10_v4.snoRNA.0066:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0065:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0064:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0045:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0044:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0043:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0042:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0041:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0040:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0046:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0039:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0037:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0036:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0035:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0034:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0033:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0032:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0038:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0030:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0047:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0049:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0063:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0062:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0061:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0060:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0059:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0058:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0048:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0057:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0055:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0054:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0053:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0052:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0051:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0050:snoRNA,undetected,7149,
Tb927_10_v4.snoRNA.0056:snoRNA,undetected,7149,
Tb927_09_v4.snoRNA.0079,undetected,7149,
Tb927_09_v4.snoRNA.0078,undetected,7149,
Tb927_09_v4.snoRNA.0077,undetected,7149,
Tb927_08_v4.snoRNA.0018,undetected,7149,
Tb927_08_v4.snoRNA.0019,undetected,7149,
Tb927_08_v4.snoRNA.0020,undetected,7149,
Tb927_08_v4.snoRNA.0021,undetected,7149,
Tb927_08_v4.snoRNA.0022,undetected,7149,
Tb927_08_v4.snoRNA.0023,undetected,7149,
Tb927_08_v4.snoRNA.0024,undetected,7149,
Tb927_08_v4.snoRNA.0025,undetected,7149,
Tb927_08_v4.snoRNA.0026,undetected,7149,
Tb927_08_v4.snoRNA.0027,undetected,7149,
Tb927_08_v4.snoRNA.0028,undetected,7149,
Tb927_08_v4.snoRNA.0029,undetected,7149,
Tb927_08_v4.snoRNA.0030,undetected,7149,
Tb927_08_v4.snoRNA.0031,undetected,7149,
Tb927_08_v4.snoRNA.0032,undetected,7149,
Tb927_08_v4.snoRNA.0033,undetected,7149,
Tb927_08_v4.snoRNA.0034,undetected,7149,
Tb927_09_v4.snoRNA.0004,undetected,7149,
Tb927_09_v4.snoRNA.0003,undetected,7149,
Tb927_09_v4.snoRNA.0002,undetected,7149,
Tb927_09_v4.snoRNA.0001,undetected,7149,
Tb927_08_v4.snoRNA.0044,undetected,7149,
Tb927_08_v4.snoRNA.0043,undetected,7149,
Tb927_08_v4.snoRNA.0017,undetected,7149,
Tb927_08_v4.snoRNA.0042,undetected,7149,
Tb927_08_v4.snoRNA.0040,undetected,7149,
Tb927_08_v4.snoRNA.0039,undetected,7149,
Tb927_08_v4.snoRNA.0038,undetected,7149,
Tb927_08_v4.snoRNA.0037,undetected,7149,
Tb927_08_v4.snoRNA.0036,undetected,7149,
Tb927_08_v4.snoRNA.0035,undetected,7149,
Tb927_08_v4.snoRNA.0041,undetected,7149,
Tb927_08_v4.snoRNA.0016,undetected,7149,
Tb927_08_v4.snoRNA.0015,undetected,7149,
Tb927_08_v4.snoRNA.0014,undetected,7149,
Tb927_06_v4.snoRNA.0036,undetected,7149,
Tb927_06_v4.snoRNA.0035,undetected,7149,
Tb927_06_v4.snoRNA.0034,undetected,7149,
Tb927_06_v4.snoRNA.0033,undetected,7149,
Tb927_06_v4.snoRNA.0032,undetected,7149,
Tb927_06_v4.snoRNA.0031,undetected,7149,
Tb927_06_v4.snoRNA.0037,undetected,7149,
Tb927_06_v4.snoRNA.0030,undetected,7149,
Tb927_06_v4.snoRNA.0028,undetected,7149,
Tb927_06_v4.snoRNA.0027,undetected,7149,
Tb927_06_v4.snoRNA.0026,undetected,7149,
Tb927_06_v4.snoRNA.0025,undetected,7149,
Tb927_06_v4.snoRNA.0024,undetected,7149,
Tb927_06_v4.snoRNA.0023,undetected,7149,
Tb927_06_v4.snoRNA.0029,undetected,7149,
Tb927_09_v4.snoRNA.0005,undetected,7149,
Tb927_06_v4.snoRNA.0038,undetected,7149,
Tb927_06_v4.snoRNA.0040,undetected,7149,
Tb927_08_v4.snoRNA.0013,undetected,7149,
Tb927_08_v4.snoRNA.0012,undetected,7149,
Tb927_08_v4.snoRNA.0011,undetected,7149,
Tb927_08_v4.snoRNA.0010,undetected,7149,
Tb927_08_v4.snoRNA.0009,undetected,7149,
Tb927_08_v4.snoRNA.0008,undetected,7149,
Tb927_06_v4.snoRNA.0039,undetected,7149,
Tb927_08_v4.snoRNA.0007,undetected,7149,
Tb927_08_v4.snoRNA.0005,undetected,7149,
Tb927_08_v4.snoRNA.0004,undetected,7149,
Tb927_08_v4.snoRNA.0003,undetected,7149,
Tb927_08_v4.snoRNA.0002,undetected,7149,
Tb927_08_v4.snoRNA.0001,undetected,7149,
Tb927_06_v4.snoRNA.0041,undetected,7149,
Tb927_08_v4.snoRNA.0006,undetected,7149,
Tb927_09_v4.snoRNA.0006,undetected,7149,
Tb927_09_v4.snoRNA.0007,undetected,7149,
Tb927_09_v4.snoRNA.0008,undetected,7149,
Tb927_09_v4.snoRNA.0058,undetected,7149,
Tb927_09_v4.snoRNA.0057,undetected,7149,
Tb927_09_v4.snoRNA.0056,undetected,7149,
Tb927_09_v4.snoRNA.0055,undetected,7149,
Tb927_09_v4.snoRNA.0054,undetected,7149,
Tb927_09_v4.snoRNA.0053,undetected,7149,
Tb927_09_v4.snoRNA.0059,undetected,7149,
Tb927_09_v4.snoRNA.0052,undetected,7149,
Tb927_09_v4.snoRNA.0050,undetected,7149,
Tb927_09_v4.snoRNA.0049,undetected,7149,
Tb927_09_v4.snoRNA.0048,undetected,7149,
Tb927_09_v4.snoRNA.0047,undetected,7149,
Tb927_09_v4.snoRNA.0046,undetected,7149,
Tb927_09_v4.snoRNA.0045,undetected,7149,
Tb927_09_v4.snoRNA.0051,undetected,7149,
Tb927_09_v4.snoRNA.0044,undetected,7149,
Tb927_09_v4.snoRNA.0060,undetected,7149,
Tb927_09_v4.snoRNA.0062,undetected,7149,
Tb927_09_v4.snoRNA.0076,undetected,7149,
Tb927_09_v4.snoRNA.0075,undetected,7149,
Tb927_09_v4.snoRNA.0074,undetected,7149,
Tb927_09_v4.snoRNA.0073,undetected,7149,
Tb927_09_v4.snoRNA.0072,undetected,7149,
Tb927_09_v4.snoRNA.0071,undetected,7149,
Tb927_09_v4.snoRNA.0061,undetected,7149,
Tb927_09_v4.snoRNA.0070,undetected,7149,
Tb927_09_v4.snoRNA.0068,undetected,7149,
Tb927_09_v4.snoRNA.0067,undetected,7149,
Tb927_09_v4.snoRNA.0066,undetected,7149,
Tb927_09_v4.snoRNA.0065,undetected,7149,
Tb927_09_v4.snoRNA.0064,undetected,7149,
Tb927_09_v4.snoRNA.0063,undetected,7149,
Tb927_09_v4.snoRNA.0069,undetected,7149,
Tb927_06_v4.snoRNA.0021,undetected,7149,
Tb927_09_v4.snoRNA.0043,undetected,7149,
Tb927_09_v4.snoRNA.0041,undetected,7149,
Tb927_09_v4.snoRNA.0022,undetected,7149,
Tb927_09_v4.snoRNA.0021,undetected,7149,
Tb927_09_v4.snoRNA.0020,undetected,7149,
Tb927_09_v4.snoRNA.0019,undetected,7149,
Tb927_09_v4.snoRNA.0018,undetected,7149,
Tb927_09_v4.snoRNA.0017,undetected,7149,
Tb927_09_v4.snoRNA.0023,undetected,7149,
Tb927_09_v4.snoRNA.0016,undetected,7149,
Tb927_09_v4.snoRNA.0014,undetected,7149,
Tb927_09_v4.snoRNA.0013,undetected,7149,
Tb927_09_v4.snoRNA.0012,undetected,7149,
Tb927_09_v4.snoRNA.0011,undetected,7149,
Tb927_09_v4.snoRNA.0010,undetected,7149,
Tb927_09_v4.snoRNA.0009,undetected,7149,
Tb927_09_v4.snoRNA.0015,undetected,7149,
Tb927_09_v4.snoRNA.0042,undetected,7149,
Tb927_09_v4.snoRNA.0024,undetected,7149,
Tb927_09_v4.snoRNA.0026,undetected,7149,
Tb927_09_v4.snoRNA.0040,undetected,7149,
Tb927_09_v4.snoRNA.0039,undetected,7149,
Tb927_09_v4.snoRNA.0038,undetected,7149,
Tb927_09_v4.snoRNA.0037,undetected,7149,
Tb927_09_v4.snoRNA.0036,undetected,7149,
Tb927_09_v4.snoRNA.0035,undetected,7149,
Tb927_09_v4.snoRNA.0025,undetected,7149,
Tb927_09_v4.snoRNA.0034,undetected,7149,
Tb927_09_v4.snoRNA.0032,undetected,7149,
Tb927_09_v4.snoRNA.0031,undetected,7149,
Tb927_09_v4.snoRNA.0030,undetected,7149,
Tb927_09_v4.snoRNA.0029,undetected,7149,
Tb927_09_v4.snoRNA.0028,undetected,7149,
Tb927_09_v4.snoRNA.0027,undetected,7149,
Tb927_09_v4.snoRNA.0033,undetected,7149,
Tb927.7.6000,undetected,7149,"protein associated with differentiation 8, putative"
Tb927.9.17240,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.9.17190,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.8.3570,undetected,7149,"Zinc finger, C3HC4 type (RING finger), putative"
Tb927.8.3580,undetected,7149,"mitochondrial chaperone BCS1, putative"
Tb927.8.360,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.8.3600,undetected,7149,"hypothetical protein, conserved"
Tb927.8.370,undetected,7149,"expression site-associated gene 3 (ESAG3), degenerate"
Tb927.8.3730,undetected,7149,"COPI associated protein, putative"
Tb927.8.3740,undetected,7149,"pterin 4 alpha carbinolamine dehydratase, putative"
Tb927.8.380,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.8.3880,undetected,7149,"hypothetical protein, conserved"
Tb927.8.3940,undetected,7149,"hypothetical protein, conserved"
Tb927.8.400,undetected,7149,"variant surface glycoprotein, frameshift"
Tb927.8.4050,undetected,7149,FLA1-binding protein
Tb927.8.410,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.8.4100,undetected,7149,FLA1-binding protein
Tb927.8.4175,undetected,7149,hypothetical protein
Tb927.8.420,undetected,7149,"variant surface glycoprotein, frameshift"
Tb927.8.4260,undetected,7149,"serine/threonine-protein kinase, putative"
Tb927.8.4530,undetected,7149,"hypothetical protein, conserved"
Tb927.8.450,undetected,7149,"expression site-associated gene 3 (ESAG3), degenerate"
Tb927.8.4490,undetected,7149,hypothetical protein
Tb927.8.449,undetected,7149,
Tb927.8.4470,undetected,7149,"chaperone protein DnaJ, putative"
Tb927.8.446,undetected,7149,
Tb927.8.3526,undetected,7149,
Tb927.8.443,undetected,7149,
Tb927.8.4410,undetected,7149,"ARP2/3 complex subunit, putative"
Tb927.8.440,undetected,7149,"variant surface glycoprotein, frameshift"
Tb927.8.4350,undetected,7149,"hypothetical protein, conserved"
Tb927.8.4310,undetected,7149,"hypothetical protein, conserved"
Tb927.8.4300,undetected,7149,hypothetical protein
Tb927.8.430,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.8.4420,undetected,7149,"hypothetical protein, conserved"
Tb927.8.3523,undetected,7149,
Tb927.8.350,undetected,7149,"variant surface glycoprotein, point mutation"
Tb927.8.3440,undetected,7149,"hypothetical protein, conserved"
Tb927.8.2864,undetected,7149,
Tb927.8.2863,undetected,7149,
Tb927.8.2862,undetected,7149,
Tb927.8.2861,undetected,7149,
Tb927.8.2859,undetected,7149,
Tb927.8.2858,undetected,7149,
Tb927.8.290,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.8.2857,undetected,7149,
Tb927.8.2855,undetected,7149,
Tb927.8.2854,undetected,7149,
Tb927.8.2853,undetected,7149,
Tb927.8.2852,undetected,7149,
Tb927.8.2851,undetected,7149,
Tb927.8.280,undetected,7149,"variant surface glycoprotein (VSG), putative"
Tb927.8.2856,undetected,7149,
Tb927.8.460,undetected,7149,"variant surface glycoprotein (VSG, atypical), putative"
Tb927.8.2900,undetected,7149,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IB, fragment"
Tb927.8.300,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.8.3430,undetected,7149,"Meckel syndrome type 1 protein, putative"
Tb927.8.3420,undetected,7149,"hypothetical protein, conserved"
Tb927.8.3400,undetected,7149,"palmitoyl acyltransferase 12, putative"
Tb927.8.340,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.8.3390,undetected,7149,"hypothetical protein, conserved"
Tb927.8.3360,undetected,7149,"hypothetical protein, conserved"
Tb927.8.2990,undetected,7149,"5-formyltetrahydrofolate cyclo-ligase family, putative"
Tb927.8.3330,undetected,7149,mitochondrial carrier protein
Tb927.8.3290,undetected,7149,"DNA polymerase zeta catalytic subunit, putative"
Tb927.8.320,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.8.3140,undetected,7149,"SIR2-like protein 4, putative"
Tb927.8.3130,undetected,7149,"S-adenosyl-methyltransferase mraW-like protein, putative"
Tb927.8.310,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.8.3090,undetected,7149,"hypothetical protein, conserved"
Tb927.8.330,undetected,7149,"variant surface glycoprotein, point mutation"
Tb927.8.2770,undetected,7149,"inositol 1,4,5-trisphosphate receptor"
Tb927.8.4630,undetected,7149,"hypothetical protein, conserved"
Tb927.8.4695,undetected,7149,hypothetical protein
Tb927.8.6038,undetected,7149,"ribosomal protein L41, putative"
Tb927.8.6040,undetected,7149,kinetoplast ribosomal PPR-repeat containing protein 11
Tb927.8.6120,undetected,7149,"hypothetical protein, conserved"
Tb927.8.6190,undetected,7149,"BolA-like protein, putative"
Tb927.8.6320,undetected,7149,"hypothetical protein, conserved"
Tb927.8.6340,undetected,7149,"CYC2-like cyclin, putative"
Tb927.8.6350,undetected,7149,"CYC2-like cyclin, putative"
Tb927.8.6400,undetected,7149,"hypothetical protein, conserved"
Tb927.8.6410,undetected,7149,"beta-ketoacyl-ACP reductase 3, putative"
Tb927.8.6550,undetected,7149,"hypothetical protein, conserved"
Tb927.8.6562,undetected,7149,
Tb927.8.6564,undetected,7149,
Tb927.8.6566,undetected,7149,
Tb927.8.6568,undetected,7149,
Tb927.8.6570,undetected,7149,"hypothetical protein, conserved"
Tb927.8.6572,undetected,7149,
Tb927.8.660,undetected,7149,"Sel1 repeat, putative"
Tb927.8.7280,undetected,7149,"emp24/gp25L/p24 family/GOLD, putative"
Tb927.8.7240,undetected,7149,"hypothetical protein, conserved"
Tb927.8.7190,undetected,7149,hypothetical protein
Tb927.8.7180,undetected,7149,"hypothetical protein, conserved"
Tb927.8.7120,undetected,7149,"squalene synthase, putative"
Tb927.8.6890,undetected,7149,putative succinate dehydrogenase subunit
Tb927.8.6036,undetected,7149,"ribosomal protein L41, putative"
Tb927.8.6880,undetected,7149,"translation initiation factor IF-2, putative"
Tb927.8.6740,undetected,7149,"DNA repair protein, putative"
Tb927.8.6700,undetected,7149,"hypothetical protein, conserved"
Tb927.8.6690,undetected,7149,"ATP-dependent DEAD/H DNA helicase recQ, putative"
Tb927.8.6650,undetected,7149,"RNA-binding protein, putative"
Tb927.8.6630,undetected,7149,hypothetical protein
Tb927.8.6610,undetected,7149,"hypothetical protein, conserved"
Tb927.8.6780,undetected,7149,"hypothetical protein, conserved"
Tb927.8.6033,undetected,7149,"ribosomal protein L41, putative"
Tb927.8.6010,undetected,7149,"Heme Response-1 protein, putative"
Tb927.8.5930,undetected,7149,hypothetical protein
Tb927.8.520,undetected,7149,hypothetical protein
Tb927.8.5190,undetected,7149,"hypothetical protein, conserved"
Tb927.8.5160,undetected,7149,"hypothetical protein, conserved"
Tb927.8.5150,undetected,7149,"hypothetical protein, conserved"
Tb927.8.5110,undetected,7149,"hypothetical protein, conserved"
Tb927.8.510,undetected,7149,hypothetical protein
Tb927.8.5210,undetected,7149,"cullin 3, putative"
Tb927.8.500,undetected,7149,hypothetical protein
Tb927.8.4920,undetected,7149,"hypothetical protein, conserved"
Tb927.8.490,undetected,7149,hypothetical protein
Tb927.8.4895,undetected,7149,hypothetical protein
Tb927.8.480,undetected,7149,"phosphatidic acid phosphatase protein, putative"
Tb927.8.4750,undetected,7149,"amino acid transporter, truncated"
Tb927.8.470,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.8.4960,undetected,7149,"hypothetical protein, conserved"
Tb927.8.4670,undetected,7149,"hypothetical protein, conserved"
Tb927.8.5270,undetected,7149,"hypothetical protein, conserved"
Tb927.8.5340,undetected,7149,hypothetical protein
Tb927.8.5920,undetected,7149,hypothetical protein
